Member_number,basket
1239,"['brown bread', 'whole milk', 'tropical fruit', 'misc', 'condensed milk', 'soda', 'bottled water', 'yogurt', 'beverages', 'dairy', 'meat', 'bakery', 'sausage']"
1240,"['whole milk', 'oils', 'bags', 'soda', 'vegetables', 'hard cheese', 'baking_ingredients', 'fish', 'bakery', 'sausage']"
1241,"['whole milk', 'oils', 'bakery', 'soda', 'vegetables', 'grains', 'meat', 'margarine', 'specialty cheese', 'sweets']"
1242,"['pet_care', 'tropical fruit', 'butter', 'frozen meals', 'bottled water', 'bags', 'sweeteners', 'vegetables', 'grains', 'domestic eggs', 'beverages', 'citrus fruit', 'sweets', 'sausage']"
1243,"['bags', 'soda']"
1244,"['snacks', 'uhtmilk', 'bakery', 'soda', 'bottled water', 'bags', 'dairy', 'sweets']"
1245,"['canned fruit', 'dairy', 'tropical fruit', 'dessert', 'condensed milk', 'fruits', 'soda', 'bags', 'vegetables', 'meat', 'coffee', 'bakery']"
1246,"['tropical fruit', 'berries', 'uhtmilk', 'vegetables', 'yogurt', 'beverages', 'dairy']"
1247,"['butter', 'vegetables', 'sweets']"
1248,"['pip fruit', 'beef', 'whole milk', 'tropical fruit', 'curd', 'butter', 'dessert', 'personal_care', 'fruits_vegetables', 'vegetables', 'root vegetables', 'meat', 'citrus fruit', 'margarine']"
1249,"['citrus fruit', 'frozen meals', 'soda', 'beverages', 'coffee']"
1250,"['chewing gum', 'vegetables']"
1251,"['beverages', 'dessert', 'fruitvegetable juice']"
1252,"['whole milk', 'pastry', 'gardening', 'dishes', 'fruits', 'soda', 'vegetables', 'meat']"
1253,"['pastry', 'baking_ingredients', 'beverages', 'dairy', 'specialty cheese', 'sausage']"
1254,"['napkins', 'specialty bar', 'beverages', 'meat', 'sweets']"
1255,"['soda', 'beverages']"
1256,"['butter', 'berries', 'uhtmilk', 'oils', 'coffee', 'sweeteners', 'vegetables', 'tea', 'domestic eggs', 'herbs', 'sausage']"
1257,"['frozen dessert', 'dairy', 'bakery', 'yogurt']"
1258,"['fruitvegetable juice', 'vegetables', 'yogurt', 'dairy', 'coffee', 'bakery']"
1259,"['ice cream', 'napkins', 'whole milk', 'sliced cheese', 'fruitvegetable juice', 'berries', 'fruits', 'bags', 'root vegetables', 'meat', 'coffee', 'sausage']"
1260,"['bags', 'curd', 'pip fruit', 'sausage']"
1261,"['canned vegetables', 'whole milk', 'gardening', 'grains', 'domestic eggs', 'hard cheese', 'bakery']"
1262,"['whole milk', 'pickled vegetables', 'frozen meals', 'sweeteners', 'vegetables', 'meat']"
1263,"['beverages', 'citrus fruit', 'vegetables', 'frozen meals']"
1264,"['specialty bar', 'tropical fruit', 'pastry', 'curd', 'condiments', 'butter', 'bottled water', 'soda', 'sweeteners', 'vegetables', 'semifinished bread', 'yogurt', 'bakery', 'sausage']"
1265,"['pastry', 'vegetables', 'beverages', 'whole milk', 'curd', 'bags', 'yogurt', 'root vegetables', 'dairy', 'meat', 'uhtmilk', 'bakery', 'pip fruit', 'brown bread', 'canned fish', 'tropical fruit', 'soda', 'domestic eggs', 'citrus fruit', 'sweets']"
1266,"['vegetables', 'sliced cheese']"
1267,"['butter', 'whole milk']"
1268,"['brown bread', 'canned fish', 'whole milk', 'condiments', 'misc beverages', 'oils', 'vegetables', 'beverages', 'margarine']"
1269,"['canned fruit', 'seasonal products', 'whole milk', 'tropical fruit', 'frozen meals', 'vegetables', 'cleaning', 'root vegetables', 'beverages', 'dairy', 'bakery']"
1270,"['napkins', 'gardening', 'cereals', 'meat', 'citrus fruit', 'sweets']"
1272,"['cleaning', 'specialty bar']"
1273,"['pastry', 'meat', 'artif sweetener', 'whole milk']"
1274,"['sweets', 'dessert', 'vegetables', 'dairy', 'coffee', 'specialty cheese', 'bakery']"
1275,"['ice cream', 'dental care', 'pastry', 'dessert', 'oils', 'hygiene articles', 'vegetables', 'whole milk', 'curd', 'bags', 'root vegetables', 'dairy', 'frozen potato products', 'spices', 'bakery', 'butter', 'domestic eggs', 'citrus fruit', 'sweets', 'sausage']"
1276,"['whole milk', 'household', 'dessert', 'condensed milk', 'semifinished bread', 'hard cheese', 'yogurt', 'beverages', 'dairy', 'bakery', 'sausage']"
1277,"['brown bread', 'dairy', 'whole milk', 'electronics', 'butter', 'gardening', 'dessert', 'bags', 'vegetables', 'yogurt', 'meat', 'bakery', 'sausage']"
1278,"['ice cream', 'cookware', 'stationery', 'butter', 'electronics', 'bottled water', 'vegetables', 'root vegetables', 'beverages', 'meat', 'citrus fruit']"
1279,"['whole milk', 'tropical fruit', 'butter', 'pastry', 'sliced cheese', 'oils', 'soda', 'yogurt', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'bakery', 'sausage']"
1280,"['ice cream', 'spices', 'misc', 'uhtmilk', 'dairy', 'fish', 'bakery']"
1281,"['stationery', 'tropical fruit', 'oils', 'misc', 'vegetables', 'meat', 'coffee', 'bakery']"
1282,"['snacks', 'misc beverages', 'bottled water', 'bags', 'soda', 'vegetables', 'yogurt', 'bakery']"
1283,"['napkins', 'dairy', 'stationery', 'whole milk', 'butter', 'specialty bar', 'bottled water', 'uhtmilk', 'vegetables', 'root vegetables', 'meat']"
1284,"['bakery', 'snacks', 'margarine', 'soups']"
1285,"['ice cream', 'sweets', 'napkins', 'butter', 'tropical fruit', 'pastry', 'bottled water', 'hygiene articles', 'bags', 'soda', 'yogurt', 'citrus fruit', 'bakery']"
1286,"['whole milk', 'chewing gum', 'dessert', 'pickled vegetables', 'hygiene articles', 'soda', 'coffee', 'domestic eggs', 'yogurt', 'root vegetables', 'beverages', 'meat', 'herbs', 'bakery']"
1287,"['ice cream', 'canned fruit', 'pip fruit', 'dairy', 'whole milk', 'butter', 'gardening', 'frozen meals', 'fruits', 'vegetables', 'meat', 'citrus fruit', 'margarine']"
1288,"['napkins', 'whole milk', 'fruits_vegetables', 'cleaning', 'citrus fruit', 'bakery']"
1289,"['brown bread', 'napkins', 'snacks', 'prosecco', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'dairy', 'herbs', 'bakery']"
1290,"['pet_care', 'whole milk', 'misc beverages', 'frozen meals', 'vegetables', 'grains', 'yogurt', 'dairy', 'margarine', 'meat', 'sausage']"
1291,"['whole milk', 'tropical fruit', 'fruitvegetable juice', 'oils', 'sweeteners', 'vegetables', 'domestic eggs', 'citrus fruit', 'bakery']"
1292,"['beverages', 'meat', 'oils', 'whole milk']"
1293,"['pip fruit', 'light bulbs', 'whole milk', 'tropical fruit', 'dessert', 'bags', 'hard cheese', 'beverages', 'specialty cheese', 'specialty fat']"
1294,"['dishes', 'hygiene articles', 'soda', 'semifinished bread', 'vegetables', 'domestic eggs', 'root vegetables', 'beverages', 'dairy', 'bakery']"
1295,"['dessert', 'bottled water', 'soda', 'vegetables', 'dairy', 'meat', 'sausage']"
1296,"['pip fruit', 'dairy', 'beverages', 'gardening', 'tropical fruit', 'pickled vegetables', 'uhtmilk', 'vegetables', 'grains', 'hard cheese', 'yogurt', 'root vegetables', 'jam', 'meat', 'bakery']"
1297,"['napkins', 'dairy', 'household', 'yogurt', 'domestic eggs', 'beverages', 'meat', 'herbs', 'sausage']"
1298,"['pastry', 'ready_meals', 'dishes', 'soda', 'beverages', 'meat', 'bakery']"
1299,"['whole milk', 'snacks', 'vegetables', 'yogurt', 'beverages', 'bakery']"
1300,"['meat', 'yogurt']"
1301,"['pip fruit', 'gardening', 'soda', 'vegetables', 'dairy', 'bakery', 'sausage']"
1302,"['butter', 'fruitvegetable juice', 'bottled water', 'bags', 'hard cheese', 'yogurt', 'root vegetables', 'citrus fruit', 'bakery']"
1303,"['pip fruit', 'whole milk', 'tropical fruit', 'pastry', 'canned fish', 'cleaning', 'grains', 'yogurt', 'beverages', 'margarine', 'bakery']"
1304,"['dairy', 'whole milk', 'dishes', 'vegetables', 'meat', 'bakery']"
1305,"['dairy', 'whole milk', 'tropical fruit', 'gardening', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'sweets', 'sausage']"
1306,"['sweets', 'whole milk', 'vegetables', 'yogurt', 'meat', 'bakery']"
1307,"['brown bread', 'whole milk', 'pastry', 'sweeteners', 'vegetables', 'baking_ingredients', 'beverages', 'meat', 'bakery', 'sausage']"
1308,"['brown bread', 'napkins', 'whole milk', 'pastry', 'root vegetables', 'beverages', 'meat', 'bakery']"
1309,"['tropical fruit', 'curd', 'pastry', 'butter', 'dessert', 'pickled vegetables', 'beverages', 'dairy', 'margarine', 'sausage']"
1310,"['snacks', 'stationery', 'hard cheese']"
1311,"['sweets', 'berries', 'oils', 'vegetables', 'beverages', 'bakery']"
1312,"['pip fruit', 'canned vegetables', 'dairy', 'tropical fruit', 'butter', 'oils', 'personal_care', 'vegetables', 'meat', 'bakery']"
1313,"['dairy', 'vegetables']"
1314,"['ice cream', 'beverages']"
1315,"['tropical fruit', 'bakery', 'hygiene articles', 'fruits_vegetables', 'meat', 'sweets']"
1316,"['curd', 'vegetables', 'beverages', 'dairy', 'bakery']"
1317,"['vegetables', 'citrus fruit', 'specialty cheese', 'bakery', 'sausage']"
1318,"['specialty bar', 'pastry', 'oils', 'grains', 'yogurt']"
1319,"['pip fruit', 'pastry', 'misc beverages', 'frozen meals', 'fruits', 'soda', 'grains', 'beverages', 'meat']"
1320,"['canned fruit', 'pip fruit', 'condiments', 'misc', 'root vegetables', 'beverages', 'dairy', 'coffee']"
1321,"['beverages', 'citrus fruit', 'soda']"
1322,"['specialty bar', 'curd', 'chewing gum', 'hygiene articles', 'personal_care', 'bags', 'baking_ingredients', 'beverages', 'meat', 'citrus fruit', 'bakery']"
1323,"['soups', 'beef', 'beverages', 'whole milk', 'syrup']"
1324,"['spices', 'dairy', 'specialty bar', 'whole milk', 'curd', 'misc beverages', 'bottled water', 'condensed milk', 'bakery', 'yogurt', 'beverages', 'meat', 'citrus fruit', 'sweets']"
1325,"['sweets', 'napkins', 'oils', 'bottled water', 'soda', 'root vegetables', 'bakery']"
1326,"['ice cream', 'beef', 'chewing gum', 'cereals', 'condensed milk', 'soda', 'fruits_vegetables', 'vegetables', 'yogurt', 'beverages', 'meat']"
1327,"['pip fruit', 'canned vegetables', 'whole milk', 'pastry', 'curd', 'fruits', 'bags', 'sweeteners', 'vegetables', 'beverages', 'meat', 'bakery', 'sausage']"
1328,"['dairy', 'whole milk', 'tropical fruit', 'pastry', 'butter', 'bags', 'vegetables', 'beverages', 'meat', 'sausage']"
1329,"['dairy', 'stationery', 'dessert', 'dishes', 'misc beverages', 'vegetables', 'cleaning', 'yogurt', 'domestic eggs', 'beverages', 'meat', 'sausage']"
1330,"['dairy', 'stationery', 'whole milk', 'curd', 'berries', 'soda', 'meat', 'bakery']"
1331,"['tropical fruit', 'fruitvegetable juice', 'misc beverages', 'condensed milk', 'vegetables', 'domestic eggs', 'root vegetables', 'dairy', 'sausage']"
1332,"['whole milk', 'pastry', 'ready_meals', 'canned fish', 'condiments', 'condensed milk', 'bottled water', 'vegetables', 'hard cheese', 'root vegetables', 'dairy', 'citrus fruit', 'bakery']"
1333,"['brown bread', 'whole milk', 'butter', 'curd', 'fruitvegetable juice', 'frozen meals', 'uhtmilk', 'bottled water', 'vegetables', 'beverages', 'meat', 'citrus fruit', 'sweets', 'sausage']"
1334,"['butter', 'ready_meals', 'vegetables', 'beverages', 'meat']"
1335,"['dishes', 'oils', 'fruits', 'vegetables', 'yogurt', 'domestic eggs', 'dairy', 'coffee', 'meat', 'bakery']"
1336,"['napkins', 'pet_care', 'citrus fruit', 'frozen meals', 'grains', 'domestic eggs', 'coffee', 'bakery']"
1337,"['bags', 'napkins', 'vegetables', 'bottled water']"
1338,"['whole milk', 'curd', 'uhtmilk', 'beverages', 'meat']"
1339,"['whole milk', 'tropical fruit', 'condiments', 'bottled water', 'fruits', 'vegetables', 'margarine', 'sausage']"
1340,"['brown bread', 'whole milk', 'gardening', 'pastry', 'oils', 'grains', 'root vegetables', 'dairy', 'citrus fruit', 'bakery']"
1341,"['spices', 'pastry', 'fruitvegetable juice', 'berries', 'bottled water', 'honey', 'vegetables', 'yogurt', 'root vegetables', 'beverages', 'meat', 'sweets']"
1342,"['napkins', 'tropical fruit', 'pastry', 'dessert', 'bottled water', 'soda', 'vegetables', 'grains', 'meat', 'margarine', 'bakery']"
1343,"['pet_care', 'whole milk', 'fruitvegetable juice', 'bags', 'bakery', 'vegetables', 'beverages', 'meat', 'sweets']"
1344,"['sliced cheese', 'oils', 'bottled water', 'soda', 'syrup']"
1345,"['napkins', 'spices', 'whole milk', 'fruits', 'soda', 'bags', 'meat', 'citrus fruit', 'bakery']"
1346,"['pip fruit', 'tropical fruit', 'vegetables', 'domestic eggs', 'beverages', 'sweet spreads', 'bakery']"
1347,"['pip fruit', 'beef', 'whole milk', 'pastry', 'condiments', 'berries', 'bottled water', 'soda', 'semifinished bread', 'vegetables', 'meat', 'bakery']"
1348,"['beef', 'chewing gum', 'soda', 'root vegetables', 'beverages', 'sweets']"
1349,"['pet_care', 'whole milk', 'butter', 'curd', 'bottled water', 'bags', 'domestic eggs', 'hard cheese', 'beverages', 'meat']"
1350,"['whole milk', 'bottled water', 'soda', 'vegetables', 'herbs']"
1351,"['tropical fruit', 'vegetables', 'cleaning', 'meat', 'coffee', 'bakery']"
1352,"['tropical fruit', 'bottled water']"
1353,"['beef', 'dairy', 'stationery', 'specialty bar', 'tropical fruit', 'snacks', 'chewing gum', 'bottled water', 'vegetables', 'grains', 'baking_ingredients', 'root vegetables', 'beverages', 'cooking chocolate', 'meat', 'bakery']"
1354,"['ice cream', 'stationery', 'whole milk', 'pastry', 'soda', 'vegetables', 'hard cheese', 'domestic eggs', 'beverages', 'dairy']"
1355,"['ice cream', 'dairy', 'pastry', 'tropical fruit', 'curd', 'bottled water', 'soda', 'sweeteners', 'yogurt', 'meat', 'bakery']"
1356,"['napkins', 'pet_care', 'berries', 'bags', 'soda', 'semifinished bread', 'vegetables', 'hard cheese', 'dairy']"
1357,"['brown bread', 'soda', 'root vegetables', 'beverages', 'meat']"
1358,"['stationery', 'whole milk', 'condiments', 'ready_meals', 'yogurt', 'domestic eggs', 'dairy', 'sweets']"
1359,"['tropical fruit', 'soda', 'fish', 'stationery']"
1360,"['dairy', 'whole milk', 'tropical fruit', 'curd', 'condiments', 'pastry', 'dishes', 'fruits', 'soda', 'root vegetables', 'meat', 'citrus fruit', 'bakery']"
1361,"['spices', 'beef', 'whole milk', 'pastry', 'snacks', 'oils', 'soda', 'vegetables', 'hard cheese', 'beverages', 'bakery', 'sausage']"
1362,"['whole milk', 'tropical fruit', 'curd', 'oils', 'bottled water']"
1363,"['canned vegetables', 'whole milk', 'pastry', 'butter', 'cleaning', 'hard cheese', 'beverages', 'margarine', 'sweets']"
1364,"['ice cream', 'frozen dessert', 'bottled water', 'soda', 'vegetables', 'root vegetables', 'dairy', 'citrus fruit']"
1365,"['whole milk', 'specialty bar', 'fruits', 'vegetables', 'beverages', 'dairy', 'bakery', 'sausage']"
1366,"['pastry', 'decor', 'vegetables', 'beverages', 'whole milk', 'curd', 'bottled water', 'dairy', 'meat', 'beef', 'grains', 'sweet spreads', 'coffee', 'bakery', 'brown bread', 'tropical fruit', 'soda', 'sweets', 'sausage']"
1367,"['beef', 'whole milk', 'vegetables', 'yogurt', 'beverages']"
1368,"['dairy', 'beef']"
1369,"['canned fish', 'whole milk', 'sweeteners', 'vegetables', 'grains', 'dairy', 'bakery']"
1370,"['sweets', 'stationery', 'whole milk', 'tropical fruit', 'fruitvegetable juice', 'pastry', 'yogurt', 'beverages', 'bakery']"
1371,"['beef', 'dairy', 'misc beverages', 'vegetables', 'root vegetables', 'meat']"
1372,"['dairy', 'whole milk', 'tropical fruit', 'butter', 'fruitvegetable juice', 'soda', 'meat', 'coffee', 'fish', 'bakery']"
1373,"['soups', 'brown bread', 'whole milk', 'curd', 'fruits', 'soda', 'tea', 'vegetables', 'yogurt', 'beverages', 'dairy', 'sweets', 'sausage']"
1374,"['pip fruit', 'whole milk', 'snacks', 'chewing gum', 'bottled water', 'bakery', 'sweeteners', 'dairy', 'sweets']"
1375,"['vegetables', 'stationery']"
1376,"['pip fruit', 'gardening', 'dessert', 'soda', 'dairy', 'sweets', 'sausage']"
1377,"['whole milk', 'condiments', 'fruitvegetable juice', 'bottled water', 'tea', 'vegetables', 'yogurt', 'dairy', 'herbs', 'meat', 'zwieback']"
1378,"['meat', 'dairy', 'uhtmilk']"
1379,"['pastry', 'electronics', 'oils', 'decor', 'vegetables', 'beverages', 'margarine', 'whole milk', 'snacks', 'bottled water', 'personal_care', 'root vegetables', 'dairy', 'meat', 'herbs', 'fruitvegetable juice', 'bakery', 'pip fruit', 'dishes', 'domestic eggs', 'sweets']"
1380,"['pip fruit', 'canned vegetables', 'pet_care', 'whole milk', 'bakery', 'soda', 'yogurt', 'sweets']"
1381,"['pastry', 'curd', 'snacks', 'uhtmilk', 'bakery', 'soda', 'vegetables', 'domestic eggs', 'beverages', 'coffee', 'sweets']"
1382,"['pip fruit', 'citrus fruit', 'curd', 'fruits_vegetables', 'coffee', 'bakery']"
1383,"['pip fruit', 'tropical fruit', 'vegetables', 'dairy', 'bakery']"
1384,"['pip fruit', 'misc beverages', 'bottled water', 'bags', 'soda', 'bakery', 'vegetables', 'domestic eggs', 'beverages', 'sweets']"
1385,"['pip fruit', 'dairy', 'beef', 'whole milk', 'curd', 'fruitvegetable juice', 'berries', 'vegetables', 'herbs', 'yogurt', 'root vegetables', 'meat', 'coffee', 'sweets']"
1386,"['soda', 'meat', 'sweeteners', 'berries']"
1387,"['specialty bar', 'bakery', 'soda', 'bags', 'margarine', 'sweets']"
1388,"['ice cream', 'stationery', 'uhtmilk', 'hygiene articles', 'bakery', 'root vegetables', 'sweets']"
1389,"['tropical fruit', 'pickled vegetables', 'tea', 'vegetables', 'root vegetables', 'beverages', 'bakery']"
1390,"['dental care', 'whole milk', 'pastry', 'butter', 'household', 'frozen meals', 'bags', 'vegetables', 'dairy', 'bakery']"
1391,"['sweets', 'dairy', 'stationery', 'pickled vegetables', 'yogurt', 'beverages', 'meat', 'bakery', 'sausage']"
1392,"['napkins', 'specialty bar', 'butter', 'curd', 'vegetables', 'dairy']"
1393,"['pastry', 'dessert', 'grains', 'yogurt', 'beverages', 'sweets']"
1394,"['bottled water', 'meat', 'beverages', 'whole milk']"
1395,"['brown bread', 'stationery', 'whole milk', 'tropical fruit', 'snacks', 'curd', 'butter', 'fruitvegetable juice', 'bags', 'soda', 'vegetables', 'hard cheese', 'root vegetables', 'beverages', 'dairy', 'meat', 'bakery', 'sausage']"
1396,"['brown bread', 'tropical fruit', 'bags', 'beverages', 'meat', 'coffee', 'sweets', 'sausage']"
1397,"['dairy', 'uhtmilk']"
1398,"['canned fruit', 'whole milk', 'sweeteners', 'domestic eggs', 'sweets', 'sausage']"
1399,"['canned vegetables', 'frozen meals', 'condensed milk', 'vegetables', 'grains', 'cleaning', 'beverages']"
1400,"['fruitvegetable juice', 'bakery']"
1401,"['beverages', 'soda', 'sausage']"
1402,"['brown bread', 'bakery', 'sliced cheese']"
1403,"['dairy', 'sliced cheese', 'snacks', 'curd', 'fruitvegetable juice', 'bags', 'semifinished bread', 'vegetables', 'meat']"
1404,"['ice cream', 'whole milk', 'tropical fruit', 'electronics', 'oils', 'bottled water', 'frozen meals', 'semifinished bread', 'cleaning', 'beverages', 'sweet spreads', 'bakery', 'sausage']"
1405,"['artif sweetener', 'whole milk', 'vegetables', 'beverages', 'meat']"
1406,"['dairy', 'tropical fruit', 'curd', 'fruitvegetable juice', 'condiments', 'misc beverages', 'beverages', 'meat', 'bakery', 'sausage']"
1407,"['beef', 'whole milk', 'butter', 'fruitvegetable juice', 'pastry', 'bottled water', 'personal_care', 'coffee', 'vegetables', 'cleaning', 'domestic eggs', 'grains', 'root vegetables', 'beverages', 'meat', 'citrus fruit', 'bakery']"
1408,"['ice cream', 'whole milk', 'soda', 'root vegetables', 'meat']"
