Member_number,Date,itemDescription,cleaned,mapped
2504,14-08-2015,curd,curd,curd
4127,23-10-2015,butter,butter,butter
2690,01-04-2015,other vegetables,other vegetables,vegetables
4129,22-09-2015,whole milk,whole milk,whole milk
4511,29-06-2015,beef,beef,beef
1602,04-08-2015,sausage,sausage,sausage
4369,01-02-2015,soda,soda,soda
1302,29-09-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
3326,30-04-2015,rolls/buns,rollsbuns,bakery
2066,21-05-2015,pip fruit,pip fruit,pip fruit
3483,15-01-2015,frozen vegetables,frozen vegetables,vegetables
2840,12-02-2015,beverages,beverages,beverages
1807,18-05-2015,hamburger meat,hamburger meat,meat
2067,12-08-2015,root vegetables,root vegetables,root vegetables
3783,17-02-2015,canned beer,canned beer,beverages
2884,04-01-2015,frozen vegetables,frozen vegetables,vegetables
2908,15-03-2015,canned beer,canned beer,beverages
1330,10-07-2015,newspapers,newspapers,stationery
2293,08-05-2015,rolls/buns,rollsbuns,bakery
3718,20-05-2015,hamburger meat,hamburger meat,meat
4338,25-01-2015,pip fruit,pip fruit,pip fruit
3486,08-11-2015,canned beer,canned beer,beverages
3635,04-09-2015,grapes,grapes,fruits
2857,18-02-2015,root vegetables,root vegetables,root vegetables
3684,13-08-2015,citrus fruit,citrus fruit,citrus fruit
3120,20-10-2015,cling film/bags,cling filmbags,bags
3872,19-03-2015,frankfurter,frankfurter,meat
2777,07-04-2015,whole milk,whole milk,whole milk
2702,27-05-2015,pork,pork,meat
4796,29-06-2015,chicken,chicken,meat
1564,23-10-2015,sausage,sausage,sausage
2740,02-07-2015,specialty bar,specialty bar,specialty bar
1833,13-04-2015,whipped/sour cream,whippedsour cream,dairy
1757,23-12-2015,root vegetables,root vegetables,root vegetables
2975,24-10-2015,rolls/buns,rollsbuns,bakery
4032,10-08-2015,other vegetables,other vegetables,vegetables
3979,16-09-2015,citrus fruit,citrus fruit,citrus fruit
3772,09-03-2015,whole milk,whole milk,whole milk
4523,28-10-2015,frankfurter,frankfurter,meat
4004,19-04-2015,coffee,coffee,coffee
2936,08-06-2015,ham,ham,meat
2394,21-06-2015,canned beer,canned beer,beverages
4616,16-08-2015,canned beer,canned beer,beverages
2362,08-07-2015,canned beer,canned beer,beverages
3593,03-11-2015,pip fruit,pip fruit,pip fruit
4389,27-08-2015,pork,pork,meat
3206,11-08-2015,soap,soap,soap
4601,04-01-2015,pip fruit,pip fruit,pip fruit
4382,13-11-2015,beef,beef,beef
2718,08-06-2015,sausage,sausage,sausage
4691,12-10-2015,frozen chicken,frozen chicken,meat
3735,28-11-2015,soda,soda,soda
3900,20-12-2015,tropical fruit,tropical fruit,tropical fruit
4959,30-06-2015,other vegetables,other vegetables,vegetables
1815,30-08-2015,beef,beef,beef
2454,08-04-2015,meat,meat,meat
4778,15-01-2015,meat,meat,meat
2289,04-11-2015,bottled water,bottled water,bottled water
1734,13-07-2015,rolls/buns,rollsbuns,bakery
4019,05-02-2015,pastry,pastry,pastry
4605,28-05-2015,pork,pork,meat
4864,14-11-2015,pip fruit,pip fruit,pip fruit
4205,22-02-2015,beef,beef,beef
1862,03-08-2015,beef,beef,beef
1846,19-07-2015,rolls/buns,rollsbuns,bakery
2019,28-05-2015,citrus fruit,citrus fruit,citrus fruit
2042,19-11-2015,meat,meat,meat
1768,26-05-2015,beverages,beverages,beverages
3847,26-03-2015,beef,beef,beef
3557,20-07-2015,ham,ham,meat
3975,27-02-2015,hamburger meat,hamburger meat,meat
4198,18-03-2015,beef,beef,beef
2580,04-09-2015,beef,beef,beef
3474,25-08-2015,root vegetables,root vegetables,root vegetables
1678,14-11-2015,citrus fruit,citrus fruit,citrus fruit
4254,14-08-2015,yogurt,yogurt,yogurt
4704,21-08-2015,tropical fruit,tropical fruit,tropical fruit
3343,10-05-2015,frankfurter,frankfurter,meat
3812,24-06-2015,beef,beef,beef
3093,13-03-2015,shopping bags,shopping bags,bags
2170,18-06-2015,canned beer,canned beer,beverages
4867,29-10-2015,rolls/buns,rollsbuns,bakery
3899,23-03-2015,other vegetables,other vegetables,vegetables
2941,03-10-2015,hamburger meat,hamburger meat,meat
1958,03-07-2015,hamburger meat,hamburger meat,meat
2760,08-08-2015,frankfurter,frankfurter,meat
4413,03-08-2015,bottled beer,bottled beer,beverages
1737,15-05-2015,tropical fruit,tropical fruit,tropical fruit
4202,18-02-2015,soda,soda,soda
1065,13-11-2015,frankfurter,frankfurter,meat
3819,28-06-2015,chicken,chicken,meat
2854,08-02-2015,coffee,coffee,coffee
4387,16-09-2015,whole milk,whole milk,whole milk
4530,12-04-2015,margarine,margarine,margarine
4191,03-11-2015,tropical fruit,tropical fruit,tropical fruit
3102,04-12-2015,meat,meat,meat
1946,25-01-2015,cream cheese ,cream cheese,dairy
2156,15-05-2015,newspapers,newspapers,stationery
1444,16-12-2015,rolls/buns,rollsbuns,bakery
1699,14-05-2015,citrus fruit,citrus fruit,citrus fruit
4954,04-05-2015,whole milk,whole milk,whole milk
2207,08-04-2015,frankfurter,frankfurter,meat
4826,28-01-2015,ham,ham,meat
2374,08-06-2015,frankfurter,frankfurter,meat
1604,18-08-2015,sausage,sausage,sausage
4437,29-11-2015,domestic eggs,domestic eggs,domestic eggs
2319,10-05-2015,whole milk,whole milk,whole milk
3018,27-06-2015,rolls/buns,rollsbuns,bakery
1195,28-09-2015,whole milk,whole milk,whole milk
1768,04-09-2015,sausage,sausage,sausage
3017,28-09-2015,curd,curd,curd
3384,29-11-2015,bottled water,bottled water,bottled water
1918,30-01-2015,beef,beef,beef
2524,17-10-2015,frankfurter,frankfurter,meat
2798,17-06-2015,chicken,chicken,meat
2096,25-01-2015,sausage,sausage,sausage
1489,13-03-2015,pork,pork,meat
1431,20-07-2015,yogurt,yogurt,yogurt
2747,05-07-2015,whole milk,whole milk,whole milk
3054,22-03-2015,frankfurter,frankfurter,meat
2691,09-10-2015,beef,beef,beef
1752,19-04-2015,pip fruit,pip fruit,pip fruit
3027,15-09-2015,sausage,sausage,sausage
4452,17-06-2015,pastry,pastry,pastry
4129,13-08-2015,chicken,chicken,meat
3523,09-11-2015,root vegetables,root vegetables,root vegetables
2128,11-02-2015,whole milk,whole milk,whole milk
4867,03-02-2015,detergent,detergent,cleaning
4762,30-10-2015,rolls/buns,rollsbuns,bakery
1632,29-05-2015,house keeping products,house keeping products,household
4018,17-11-2015,yogurt,yogurt,yogurt
1722,13-07-2015,tropical fruit,tropical fruit,tropical fruit
1438,19-10-2015,tropical fruit,tropical fruit,tropical fruit
3958,27-10-2015,curd,curd,curd
3292,13-09-2015,beef,beef,beef
2861,23-02-2015,whole milk,whole milk,whole milk
1757,24-02-2015,pork,pork,meat
1509,30-12-2015,other vegetables,other vegetables,vegetables
2364,11-05-2015,rolls/buns,rollsbuns,bakery
3084,26-10-2015,frankfurter,frankfurter,meat
1850,17-02-2015,yogurt,yogurt,yogurt
1949,17-03-2015,whole milk,whole milk,whole milk
4740,02-10-2015,bottled water,bottled water,bottled water
1072,23-10-2015,frankfurter,frankfurter,meat
4196,09-07-2015,rolls/buns,rollsbuns,bakery
4814,13-09-2015,whole milk,whole milk,whole milk
1514,28-02-2015,rolls/buns,rollsbuns,bakery
4584,25-10-2015,chicken,chicken,meat
2751,03-02-2015,tropical fruit,tropical fruit,tropical fruit
4155,24-09-2015,sausage,sausage,sausage
4670,11-10-2015,sausage,sausage,sausage
4566,27-07-2015,frankfurter,frankfurter,meat
2371,30-08-2015,UHT-milk,uhtmilk,uhtmilk
3442,14-11-2015,rolls/buns,rollsbuns,bakery
3090,27-09-2015,canned beer,canned beer,beverages
1457,09-01-2015,yogurt,yogurt,yogurt
4952,08-04-2015,whipped/sour cream,whippedsour cream,dairy
3165,11-01-2015,rolls/buns,rollsbuns,bakery
2608,19-09-2015,rolls/buns,rollsbuns,bakery
2040,07-10-2015,beverages,beverages,beverages
1327,09-08-2015,rolls/buns,rollsbuns,bakery
3363,07-01-2015,rolls/buns,rollsbuns,bakery
1731,09-09-2015,bottled beer,bottled beer,beverages
2760,02-08-2015,citrus fruit,citrus fruit,citrus fruit
3120,14-01-2015,bottled water,bottled water,bottled water
1332,30-04-2015,pastry,pastry,pastry
4530,12-09-2015,domestic eggs,domestic eggs,domestic eggs
3145,23-02-2015,beef,beef,beef
1099,13-08-2015,spread cheese,spread cheese,dairy
3188,06-12-2015,tropical fruit,tropical fruit,tropical fruit
3748,13-10-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
4655,31-03-2015,whole milk,whole milk,whole milk
1827,01-05-2015,meat,meat,meat
2485,17-02-2015,onions,onions,vegetables
4683,15-01-2015,frankfurter,frankfurter,meat
4358,06-11-2015,beef,beef,beef
1931,09-10-2015,beef,beef,beef
2490,18-12-2015,sausage,sausage,sausage
4842,08-12-2015,chicken,chicken,meat
4616,01-01-2015,canned beer,canned beer,beverages
2810,22-09-2015,sausage,sausage,sausage
2785,18-10-2015,tropical fruit,tropical fruit,tropical fruit
3591,20-07-2015,frankfurter,frankfurter,meat
3896,10-09-2015,sausage,sausage,sausage
3842,01-07-2015,beef,beef,beef
2648,10-07-2015,tropical fruit,tropical fruit,tropical fruit
4688,02-10-2015,yogurt,yogurt,yogurt
3511,26-08-2015,frankfurter,frankfurter,meat
3084,04-09-2015,bottled beer,bottled beer,beverages
3810,07-05-2015,grapes,grapes,fruits
4348,26-02-2015,beverages,beverages,beverages
3584,10-03-2015,curd,curd,curd
2620,11-06-2015,ice cream,ice cream,ice cream
2716,18-01-2015,sausage,sausage,sausage
3797,10-08-2015,other vegetables,other vegetables,vegetables
2976,02-06-2015,dessert,dessert,dessert
2762,07-11-2015,decalcifier,decalcifier,decalcifier
3752,25-04-2015,canned beer,canned beer,beverages
1659,30-11-2015,coffee,coffee,coffee
4109,08-02-2015,berries,berries,berries
1542,07-08-2015,pork,pork,meat
2068,07-06-2015,frankfurter,frankfurter,meat
4509,14-06-2015,pork,pork,meat
4646,14-06-2015,frankfurter,frankfurter,meat
2122,07-04-2015,frozen dessert,frozen dessert,frozen dessert
2730,15-06-2015,chicken,chicken,meat
1800,31-07-2015,vinegar,vinegar,condiments
1456,18-09-2015,rolls/buns,rollsbuns,bakery
1138,02-09-2015,whole milk,whole milk,whole milk
4104,12-06-2015,pork,pork,meat
4985,28-02-2015,rolls/buns,rollsbuns,bakery
3181,13-12-2015,grapes,grapes,fruits
3178,21-10-2015,frankfurter,frankfurter,meat
1688,10-11-2015,finished products,finished products,misc
1488,28-11-2015,onions,onions,vegetables
4975,08-05-2015,tropical fruit,tropical fruit,tropical fruit
4697,09-01-2015,other vegetables,other vegetables,vegetables
4742,11-01-2015,ham,ham,meat
2640,22-04-2015,other vegetables,other vegetables,vegetables
2548,25-12-2015,curd,curd,curd
2825,29-12-2015,sausage,sausage,sausage
2592,04-07-2015,canned beer,canned beer,beverages
3622,28-12-2015,ham,ham,meat
4852,21-08-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
1839,03-09-2015,meat,meat,meat
2413,04-04-2015,whole milk,whole milk,whole milk
2982,14-06-2015,canned beer,canned beer,beverages
1981,31-10-2015,chicken,chicken,meat
4440,21-09-2015,rolls/buns,rollsbuns,bakery
3497,24-11-2015,pet care,pet care,pet_care
3668,18-12-2015,root vegetables,root vegetables,root vegetables
4460,28-05-2015,pastry,pastry,pastry
1335,16-01-2015,frankfurter,frankfurter,meat
4303,07-12-2015,chicken,chicken,meat
3508,28-02-2015,frozen dessert,frozen dessert,frozen dessert
1959,19-03-2015,citrus fruit,citrus fruit,citrus fruit
3856,06-03-2015,sausage,sausage,sausage
3141,29-07-2015,root vegetables,root vegetables,root vegetables
4640,25-09-2015,root vegetables,root vegetables,root vegetables
4851,25-05-2015,bottled beer,bottled beer,beverages
3306,22-09-2015,frankfurter,frankfurter,meat
2193,08-04-2015,root vegetables,root vegetables,root vegetables
1156,13-09-2015,berries,berries,berries
4596,08-04-2015,hamburger meat,hamburger meat,meat
1245,08-10-2015,tropical fruit,tropical fruit,tropical fruit
1515,05-07-2015,frankfurter,frankfurter,meat
2564,14-07-2015,frankfurter,frankfurter,meat
4527,18-10-2015,soda,soda,soda
2487,09-07-2015,ice cream,ice cream,ice cream
3420,27-02-2015,beef,beef,beef
4442,28-11-2015,whole milk,whole milk,whole milk
3164,30-04-2015,pork,pork,meat
3601,01-04-2015,whole milk,whole milk,whole milk
3176,25-05-2015,bottled beer,bottled beer,beverages
2568,22-07-2015,pork,pork,meat
1856,26-10-2015,root vegetables,root vegetables,root vegetables
3859,30-09-2015,canned beer,canned beer,beverages
1668,21-08-2015,citrus fruit,citrus fruit,citrus fruit
4499,23-08-2015,pip fruit,pip fruit,pip fruit
1753,21-08-2015,root vegetables,root vegetables,root vegetables
3829,25-06-2015,tropical fruit,tropical fruit,tropical fruit
4825,08-01-2015,beef,beef,beef
3694,10-11-2015,chicken,chicken,meat
4147,02-01-2015,citrus fruit,citrus fruit,citrus fruit
2196,09-10-2015,meat,meat,meat
2229,22-05-2015,cream cheese ,cream cheese,dairy
4724,03-09-2015,citrus fruit,citrus fruit,citrus fruit
3066,11-10-2015,specialty bar,specialty bar,specialty bar
1120,08-06-2015,meat,meat,meat
4769,22-08-2015,citrus fruit,citrus fruit,citrus fruit
4711,17-09-2015,frankfurter,frankfurter,meat
2391,22-06-2015,citrus fruit,citrus fruit,citrus fruit
1216,04-03-2015,turkey,turkey,meat
3154,14-05-2015,citrus fruit,citrus fruit,citrus fruit
3911,30-07-2015,sausage,sausage,sausage
3111,15-10-2015,newspapers,newspapers,stationery
1385,26-11-2015,whole milk,whole milk,whole milk
1158,21-03-2015,yogurt,yogurt,yogurt
2733,22-07-2015,yogurt,yogurt,yogurt
4999,26-12-2015,bottled water,bottled water,bottled water
2882,12-06-2015,berries,berries,berries
2590,25-06-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
4249,04-08-2015,frankfurter,frankfurter,meat
3012,03-05-2015,nuts/prunes,nutsprunes,nutsprunes
1533,07-11-2015,citrus fruit,citrus fruit,citrus fruit
1667,12-01-2015,beef,beef,beef
4323,13-05-2015,whole milk,whole milk,whole milk
2087,22-02-2015,other vegetables,other vegetables,vegetables
1853,31-05-2015,beef,beef,beef
2157,29-10-2015,fish,fish,fish
1136,29-10-2015,other vegetables,other vegetables,vegetables
2049,07-10-2015,tropical fruit,tropical fruit,tropical fruit
3122,02-05-2015,coffee,coffee,coffee
2245,15-05-2015,sausage,sausage,sausage
4746,18-10-2015,meat,meat,meat
4224,24-02-2015,chicken,chicken,meat
4219,19-03-2015,berries,berries,berries
2641,01-01-2015,frozen meals,frozen meals,frozen meals
3173,25-07-2015,whipped/sour cream,whippedsour cream,dairy
2191,19-10-2015,beef,beef,beef
4212,07-04-2015,chicken,chicken,meat
1902,01-12-2015,chicken,chicken,meat
1347,27-03-2015,beef,beef,beef
1578,23-06-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
1264,23-11-2015,sugar,sugar,sweeteners
4632,30-09-2015,frankfurter,frankfurter,meat
3452,01-11-2015,berries,berries,berries
4822,10-02-2015,bottled water,bottled water,bottled water
3987,18-06-2015,sausage,sausage,sausage
1672,07-10-2015,whole milk,whole milk,whole milk
4864,01-12-2015,ice cream,ice cream,ice cream
3368,09-03-2015,frankfurter,frankfurter,meat
1283,22-09-2015,root vegetables,root vegetables,root vegetables
4428,28-06-2015,sausage,sausage,sausage
2577,25-10-2015,sausage,sausage,sausage
1973,24-10-2015,beef,beef,beef
3284,23-01-2015,fruit/vegetable juice,fruitvegetable juice,fruitvegetable juice
1905,19-05-2015,sugar,sugar,sweeteners
2226,09-03-2015,berries,berries,berries
1932,04-09-2015,yogurt,yogurt,yogurt
4506,11-08-2015,pork,pork,meat
1843,27-11-2015,bottled beer,bottled beer,beverages
3973,27-07-2015,curd,curd,curd
1651,28-07-2015,beef,beef,beef
3997,12-10-2015,pork,pork,meat
4796,25-08-2015,white bread,white bread,bakery
1245,24-09-2015,grapes,grapes,fruits
3579,17-08-2015,potato products,potato products,vegetables
4387,10-02-2015,root vegetables,root vegetables,root vegetables
2496,29-06-2015,chicken,chicken,meat
3590,28-03-2015,chicken,chicken,meat
2890,26-04-2015,fish,fish,fish
1401,27-01-2015,canned beer,canned beer,beverages
3297,21-05-2015,other vegetables,other vegetables,vegetables
2867,23-12-2015,chicken,chicken,meat
1365,20-05-2015,other vegetables,other vegetables,vegetables
2355,24-07-2015,tropical fruit,tropical fruit,tropical fruit
1170,19-03-2015,whole milk,whole milk,whole milk
3554,21-03-2015,beef,beef,beef
4171,26-01-2015,sausage,sausage,sausage
3963,17-09-2015,whole milk,whole milk,whole milk
3076,08-12-2015,rolls/buns,rollsbuns,bakery
1629,17-05-2015,citrus fruit,citrus fruit,citrus fruit
1366,30-05-2015,whole milk,whole milk,whole milk
3677,29-07-2015,pastry,pastry,pastry
2844,21-05-2015,tropical fruit,tropical fruit,tropical fruit
4509,28-09-2015,sliced cheese,sliced cheese,sliced cheese
3245,11-05-2015,soda,soda,soda
2294,22-06-2015,ham,ham,meat
1234,20-11-2015,salty snack,salty snack,snacks
3001,24-12-2015,whole milk,whole milk,whole milk
3587,05-08-2015,root vegetables,root vegetables,root vegetables
2700,22-01-2015,soda,soda,soda
3838,14-12-2015,curd,curd,curd
4045,22-12-2015,bottled water,bottled water,bottled water
1858,25-04-2015,packaged fruit/vegetables,packaged fruitvegetables,fruits_vegetables
2280,11-01-2015,tropical fruit,tropical fruit,tropical fruit
2454,06-04-2015,ham,ham,meat
4437,09-10-2015,pork,pork,meat
1685,30-03-2015,beverages,beverages,beverages
2349,26-02-2015,sausage,sausage,sausage
1463,24-12-2015,sausage,sausage,sausage
3470,19-02-2015,root vegetables,root vegetables,root vegetables
4914,29-11-2015,whole milk,whole milk,whole milk
2448,31-08-2015,frankfurter,frankfurter,meat
3387,10-05-2015,soda,soda,soda
3167,04-11-2015,soda,soda,soda
3175,17-03-2015,frankfurter,frankfurter,meat
2678,21-09-2015,berries,berries,berries
4627,18-12-2015,canned beer,canned beer,beverages
1773,17-10-2015,frankfurter,frankfurter,meat
3100,23-05-2015,frankfurter,frankfurter,meat
3232,29-05-2015,berries,berries,berries
3673,12-08-2015,frankfurter,frankfurter,meat
4068,19-11-2015,newspapers,newspapers,stationery
2340,07-10-2015,frozen fish,frozen fish,fish
1930,01-03-2015,tropical fruit,tropical fruit,tropical fruit
3526,02-06-2015,beef,beef,beef
1617,10-02-2015,rolls/buns,rollsbuns,bakery
1028,11-07-2015,specialty chocolate,specialty chocolate,sweets
4440,01-12-2015,sparkling wine,sparkling wine,beverages
